,playerId,Player,positionCode,gamesPlayed,goals,assists,ot_goals,time_on_ice_per_game,teamAbbrevs,goals_up_by_one,TOI_Down_One,goals_down_by_one,TOI_Tied,goals_when_tied,TOI,total_goals,shots,ixG,iFF,iSCF,iHDCF,rebounds_created,iCF,SH%,off_zone_starts,on_the_fly_starts,clutch_goals,TOI_Clutch,ot_goals_per_60,assists_per_60,goals_up_by_one_per_60,goals_down_by_one_per_60,goals_when_tied_per_60,shots_per_60,ixG_per_60,iFF_per_60,iSCF_per_60,iHDCF_per_60,iCF_per_60,rebounds_created_per_60,off_zone_starts_per_60,on_the_fly_starts_per_60,clutch_score,clutch_score_rank,predicted_clutch_score,actual_clutch_score_adjusted,predicted_clutch_score_adjusted,lower_bound_log,upper_bound_log,Significantly_Clutch,shap_iSCF_per_60,shap_assists_per_60,shap_rebounds_created_per_60,shap_SH%,season
62,8475848,Brendan Gallagher,R,145,27,31,0,798.57575,MTL,4.0,343.6,5.0,704.88333333333,7.0,1941.3833333333,27.0,249.0,40.33,371.0,300.0,162.0,47.0,498.0,10.84,209.0,1321.0,12.0,1048.48333333333,0.0,1.7739910028771775,0.22890206488737774,0.28612758110922215,0.4005786135529111,14.249153539239266,2.3079050692269862,21.230666518304286,17.16765486655333,9.270533627938798,28.498307078478533,2.6895992624266887,11.960132890365486,75.59490692905649,6.87,238.0,2.2748298186608746,20.63,22.75,16.35,25.61,Inside Range,0.1458543182036688,-0.04123159512105154,0.03697297841749436,-0.09588007036873913,2024-2026
218,8478873,Troy Terry,R,123,34,66,1,1116.1370000000002,ANA,1.0,495.26666666667,11.0,853.33333333333,16.0,2295.7333333333,34.0,295.0,38.24,445.0,337.0,147.0,57.0,589.0,11.53,303.0,1150.0,27.0,1348.6,0.04449058282663503,2.9363784665579122,0.04449058282663503,0.4893964110929854,0.7118493252261605,13.124721933857336,1.7013198872905237,19.798309357852588,14.993326412576005,6.54011567551535,26.204953284888035,2.535963221118197,13.480646596470415,51.164170250630285,12.01,53.0,2.2720634321732875,25.66,22.72,14.37,23.73,Outside Range,0.025375474760002847,0.08545567672330595,0.01520984050590024,-0.08309174734542585,2024-2026
18,8474149,Evgenii Dadonov,L,98,20,20,0,733.05555,NJD,3.0,200.78333333333,3.0,444.5,9.0,1278.9,20.0,138.0,19.24,209.0,139.0,86.0,26.0,266.0,14.49,214.0,924.0,12.0,645.28333333333,0.0,1.859648216545713,0.278947232481857,0.278947232481857,0.8368416974455708,12.83157269416542,1.7889815843169758,19.4333238629027,12.924555104992706,7.996487331146565,24.733321280057986,2.4175426815094267,19.89823591703913,85.91574760441193,11.16,72.0,2.2686917653361673,24.98,22.69,16.17,25.2,Inside Range,-0.07754417599670022,-0.02837118115940751,0.024996599171378087,0.12049633579139074,2024-2026
187,8478403,Jack Eichel,C,133,50,115,2,1255.9528500000001,VGK,7.0,567.18333333333,3.0,941.73333333333,24.0,2775.65,50.0,437.0,41.69,582.0,348.0,130.0,68.0,768.0,11.44,376.0,1313.0,27.0,1508.9166666666601,0.079527254652897,4.572817142541578,0.2783453912851396,0.11929088197934552,0.9543270558347642,17.376705141658,1.6577456232396381,23.14243110399303,13.83774230960408,5.169271552438306,30.538465786712454,2.7039266581984984,14.951123874744638,52.20964267962689,10.74,87.0,2.2679859934224567,24.63,22.68,17.75,27.26,Inside Range,-0.07730610703047072,0.20254572429640327,0.02457915633087482,-0.11094696770385587,2024-2026
281,8480188,Fabian Zetterlund,L,147,31,34,0,890.1606999999999,OTT,3.0,401.7,5.0,755.23333333333,11.0,2212.5166666667,31.0,282.0,34.89,444.0,331.0,148.0,46.0,570.0,10.99,337.0,1571.0,16.0,1156.93333333333,0.0,1.7632822404056752,0.15558372709461843,0.259306211824364,0.5704736660136008,14.62487034689413,1.809438746110412,23.026391610003525,17.166071222772896,7.675463870001175,29.560908147977496,2.385617148784149,17.477238676962134,81.47401175521517,8.3,176.0,2.266975544787993,22.3,22.67,11.73,21.03,Outside Range,0.17278565032671517,-0.041119807635686345,0.0039671536631902815,-0.09777163909572828,2024-2026
170,8477998,Warren Foegele,L,131,32,24,0,924.2609,"LAK,OTT",3.0,316.83333333333,3.0,806.71666666667,16.0,2043.2,32.0,279.0,36.79,432.0,305.0,166.0,54.0,541.0,11.47,245.0,1337.0,19.0,1123.55,0.0,1.2816519069022296,0.1602064883627787,0.1602064883627787,0.8544346046014865,14.89920341773842,1.9646655689555426,23.06973432424013,16.287659650215836,8.86475902274042,28.890570068087758,2.8837167905300163,13.08352988296026,71.3986916470117,10.15,106.0,2.262093859951012,24.11,22.62,19.08,27.52,Inside Range,0.10026039519662328,-0.11656528071218344,0.06710855806892518,-0.01782400013185559,2024-2026
208,8478493,Joel Eriksson Ek,C,104,31,41,0,1171.65285,MIN,3.0,273.31666666667,11.0,786.45,10.0,2028.0,31.0,298.0,42.12,414.0,294.0,175.0,50.0,492.0,10.4,195.0,800.0,21.0,1059.76666666667,0.0,2.3212656874154614,0.16984870883527767,0.6227785990626847,0.5661623627842589,16.871638410970917,2.384675872047298,23.439121819268316,16.645173465857212,9.907841348724531,27.855188248985534,2.8308118139212946,11.040166074293047,45.29298902274071,11.89,54.0,2.258808653265609,25.56,22.59,17.43,26.3,Inside Range,0.0998770026452947,0.025154784466035196,0.04453418917658292,-0.13987151055180558,2024-2026
235,8479353,Brett Howden,C,120,32,23,1,892.6875,VGK,8.0,305.41666666667,5.0,640.26666666667,10.0,1784.7666666667,32.0,170.0,22.29,253.0,196.0,105.0,17.0,298.0,18.82,230.0,1181.0,15.0,945.68333333334,0.0634461852981085,1.4592622618564957,0.507569482384868,0.3172309264905425,0.634461852981085,10.785851500678445,1.4142154702948386,16.05188488042145,12.435452318429267,6.661849456301392,18.906963218836335,1.0785851500678445,14.592622618564956,74.92994483706615,9.52,129.0,2.2571944872987935,23.53,22.57,16.33,25.86,Inside Range,0.07559430929214267,-0.0772483316751745,-0.19003362434984739,0.21976794650216447,2024-2026
403,8482702,Logan Stankoven,C,141,25,41,0,911.3641,CAR,9.0,338.06666666667,5.0,729.95,5.0,2154.1333333333,26.0,318.0,43.73,463.0,372.0,179.0,70.0,579.0,8.18,326.0,1317.0,10.0,1068.01666666667,0.0,2.303334841840788,0.5056100872333437,0.28089449290741314,0.28089449290741314,17.864889748911477,2.4567032349682356,26.01083004322646,20.89855027231154,10.056022846085392,32.527582278678445,3.932522900703784,18.314320937563338,73.98760943181263,5.62,290.0,2.2513076234674023,18.9,22.51,12.95,21.99,Inside Range,0.21023763359882708,0.02040309083372338,0.11977429819062224,-0.32822158668526824,2024-2026
44,8475692,Mats Zuccarello,R,113,31,61,3,1153.9384,MIN,6.0,374.6,5.0,816.81666666667,13.0,2183.85,31.0,238.0,25.53,362.0,253.0,85.0,50.0,479.0,13.03,316.0,981.0,18.0,1191.4166666666702,0.1510806462894309,3.0719731412184283,0.3021612925788618,0.2518010771490515,0.654682800587534,11.985731272294853,1.285696299923057,18.23039798559133,12.741134503742007,4.280618311533876,24.122543190879135,2.518010771490515,15.913828075820057,49.40337133664391,9.06,147.0,2.246696967867674,23.09,22.47,16.33,25.78,Inside Range,-0.118343625439819,0.09871621363806438,0.0216710231844921,0.015539168955430505,2024-2026
48,8475745,Charlie Coyle,C,146,33,52,0,1042.4029,CBJ,10.0,462.13333333333,5.0,866.1,13.0,2549.4333333333,33.0,228.0,35.93,338.0,265.0,149.0,57.0,419.0,14.47,289.0,1379.0,18.0,1328.23333333333,0.0,2.3489848671167275,0.4517278590609091,0.22586392953045456,0.5872462167791819,10.299395186588727,1.6230581976058465,15.268401636258728,11.970788265114091,6.730745100007546,18.927397294652096,2.574848796647182,13.054935126860274,62.293271764499366,8.13,182.0,2.2446037000877475,22.12,22.45,17.89,26.69,Inside Range,-0.17095126771329905,0.02999785837499075,0.0399127197139994,0.1165302021825495,2024-2026
370,8482110,Dawson Mercer,C,146,34,35,0,1080.90445,NJD,9.0,436.03333333333,5.0,1000.1666666667,5.0,2627.8333333333,34.0,262.0,40.38,402.0,338.0,184.0,59.0,533.0,12.98,271.0,1532.0,10.0,1436.20000000003,0.0,1.4621918952791784,0.3759922016432173,0.20888455646845408,0.20888455646845408,10.945550758946993,1.686951678039235,16.794318340063704,14.120596017267493,7.68695167803911,22.267093719537204,2.464837766327758,11.321542960590211,64.00222810193432,4.18,340.0,2.241026339458246,16.45,22.41,17.75,26.22,Outside Range,0.009009007295541382,-0.08392127230682656,0.029118803424967588,0.057705613515059206,2024-2026
266,8480012,Elias Pettersson,C,120,28,55,0,1134.7857,VAN,3.0,479.23333333333,7.0,811.38333333333,7.0,2267.55,28.0,207.0,31.59,350.0,287.0,109.0,39.0,467.0,13.53,300.0,1223.0,14.0,1290.61666666666,0.0,2.5569172359466537,0.13946821286981748,0.32542583002957415,0.32542583002957415,9.623306688017406,1.468600281519178,16.271291501478704,13.342459031212538,5.067345067603369,21.71055180340159,1.8130867673076274,13.946821286981747,56.85654144659559,6.51,262.0,2.2378747677334037,20.16,22.38,15.26,24.53,Inside Range,0.0042582101877265965,0.055067552899630834,-0.06679220544159231,0.01622702255813313,2024-2026
341,8481601,Simon Holmstrom,R,137,34,44,2,1005.89015,NYI,7.0,431.15,3.0,864.08333333333,18.0,2316.7666666667,34.0,172.0,25.12,296.0,226.0,91.0,33.0,368.0,19.77,270.0,1368.0,21.0,1295.23333333333,0.09264739943896877,2.038242787657313,0.32426589803639067,0.13897109915845315,0.833826594950719,7.967676351751313,1.1636513369534478,13.71181511696738,10.469156136603472,4.21545667447308,17.047121496770252,1.5286820907429846,12.507398924260784,63.37082121625464,9.73,124.0,2.2370319161907446,23.73,22.37,13.05,22.54,Outside Range,-0.18434280358436972,0.00021246755572124076,-0.0895984705886059,0.28164653527848904,2024-2026
378,8482145,Mavrik Bourque,C,136,24,30,0,823.6554000000001,DAL,4.0,300.26666666667,5.0,646.8,9.0,1856.5166666667,24.0,194.0,26.83,278.0,215.0,120.0,46.0,340.0,12.37,209.0,1308.0,14.0,947.06666666667,0.0,1.9006053780092849,0.253414050401238,0.3167675630015475,0.5701816134027855,12.290581444460043,1.699774743066304,17.612276502886044,13.621005209066544,7.6024215120371395,21.540194284105233,2.9142615796142373,13.240884133464686,82.86639448120484,8.87,153.0,2.2331445484149963,22.89,22.33,14.37,23.33,Inside Range,-0.06900217019833643,-0.02296062727070594,0.06980232140836873,0.026190836946165308,2024-2026
89,8476539,Jonathan Marchessault,R,122,32,43,1,1035.70535,NSH,6.0,439.15,3.0,757.33333333333,12.0,2130.25,32.0,306.0,37.8,422.0,318.0,149.0,57.0,579.0,10.46,317.0,1303.0,15.0,1196.48333333333,0.05014695844767318,2.156319213249947,0.30088175068603906,0.15044087534301953,0.6017635013720781,15.344969284987995,1.895555029322046,21.162016464918082,15.946732786360073,7.471896808703304,29.035088941202773,2.8583766315173715,15.896585827912398,65.34148685731816,7.52,208.0,2.230480356253709,21.42,22.3,16.11,25.19,Inside Range,0.06703785222077668,0.008247379815744665,0.05044338407688598,-0.12436244738919999,2024-2026
185,8478401,Pavel Zacha,C,142,33,59,3,1083.67195,BOS,4.0,519.88333333333,6.0,902.41666666667,13.0,2604.05,33.0,229.0,36.27,349.0,315.0,152.0,32.0,431.0,14.41,369.0,1367.0,19.0,1422.3000000000002,0.1265555789917739,2.4889263868382194,0.1687407719890318,0.2531111579835478,0.5484075089643534,9.660409196372072,1.5300569500105463,14.722632356043027,13.288335794136255,6.4121493355832095,18.18181818181818,1.3499261759122545,15.566336215988185,57.667158827251626,8.02,185.0,2.229436112424101,21.99,22.29,14.24,23.34,Inside Range,0.06771577693647973,0.05152332457542935,-0.14794571291395256,0.029028536296638485,2024-2026
398,8482665,Matty Beniers,C,144,36,46,1,1144.15825,SEA,4.0,570.31666666667,11.0,968.58333333333,9.0,2738.35,36.0,264.0,37.64,441.0,352.0,149.0,45.0,572.0,13.64,342.0,1379.0,20.0,1538.9,0.03898888816687244,1.7934888556761321,0.15595555266748976,0.42887776983559683,0.35089999350185197,10.293066476054323,1.4675417506010786,17.194099681590746,13.724088634739099,5.809344336863994,22.301644031451033,1.7544999675092599,13.334199753070376,53.7656767821171,7.8,197.0,2.2237673789115258,21.75,22.24,16.69,25.59,Inside Range,0.051944209481400216,-0.031644271700632665,-0.06863502620922524,0.04298827981047848,2024-2026
78,8476456,Jonathan Huberdeau,L,131,38,49,1,1130.1992500000001,CGY,8.0,485.91666666667,4.0,906.1,19.0,2489.4666666667,38.0,237.0,34.36,335.0,279.0,149.0,35.0,432.0,16.03,450.0,1331.0,23.0,1392.01666666667,0.04310293219669294,2.112043677637954,0.34482345757354355,0.17241172878677177,0.8189557117371659,10.215394930616227,1.4810167502783695,14.439482285892137,12.025718082877331,6.4223368973072485,18.62046670897135,1.508602626884253,19.396319488511825,57.3700027537983,9.91,116.0,2.2234519153696146,23.9,22.23,16.06,25.03,Inside Range,-0.04310960263269964,0.009747957880419211,-0.10559900156680299,0.1332983741591911,2024-2026
328,8481533,Trevor Zegras,C,120,33,51,0,1076.4214,PHI,6.0,443.48333333333,10.0,781.96666666667,7.0,2158.25,33.0,231.0,29.38,369.0,246.0,102.0,43.0,477.0,14.29,250.0,1273.0,17.0,1225.45,0.0,2.4970419029744177,0.2937696356440491,0.4896160594067485,0.342731241584724,11.310130972295891,1.438491982537027,18.06683259210902,12.044555061406014,4.9940838059488355,23.354686033701906,2.1053490554490186,12.240401485168713,62.32812436247909,8.32,175.0,2.218982899143927,22.32,22.19,16.85,25.93,Inside Range,-0.12162292482699227,0.04871864634229184,-0.01875460812378399,0.08152759822290434,2024-2026
182,8478233,Andrew Mangiapane,L,136,22,21,0,767.4628,"EDM,CHI",10.0,309.46666666667,4.0,606.65,3.0,1745.7,22.0,148.0,21.48,225.0,204.0,112.0,24.0,301.0,14.86,227.0,1260.0,7.0,916.11666666667,0.0,1.3753706769516205,0.6549384175960098,0.2619753670384039,0.19648152527880294,9.693088580420945,1.406807720996229,14.73611439591022,13.3607437189586,7.335310277075309,19.713646369639896,1.5718522022304235,14.867102079429422,82.52224061709722,4.58,326.0,2.2188069526014207,17.19,22.19,17.95,26.77,Outside Range,0.062431925070405514,-0.0924074001287884,-0.09043308257872362,0.1101013227090224,2024-2026
52,8475765,Vladimir Tarasenko,R,137,27,39,0,889.5916500000001,MIN,4.0,326.2,2.0,723.48333333333,10.0,2030.1833333333,27.0,244.0,28.73,359.0,273.0,109.0,37.0,490.0,11.07,284.0,1275.0,12.0,1049.68333333333,0.0,2.2292437401756153,0.22864038360775546,0.11432019180387773,0.5716009590193887,13.947063400073082,1.6422095552627034,20.52047442879605,15.604706181229309,6.230450453311336,28.008446991950045,2.114923548371738,16.233467236150638,72.87912227497205,6.86,240.0,2.2175011754166114,20.62,22.18,18.49,27.57,Inside Range,0.11428186194364726,0.020086521850253558,-0.032121013673481025,-0.11386038223331035,2024-2026
465,8484911,Collin Graf,R,94,21,25,1,970.6075000000001,SJS,3.0,284.46666666667,5.0,509.43333333333,9.0,1529.5,21.0,125.0,17.23,171.0,150.0,88.0,23.0,222.0,16.8,157.0,866.0,14.0,793.9,0.07557626905151782,1.8894067262879457,0.22672880715455349,0.3778813452575891,0.6801864214636604,9.447033631439728,1.302179115757652,12.923542007809548,11.336440357727675,6.650711676533568,16.777931729436958,1.73825418818491,11.865474241088299,65.44904899861444,10.58,96.0,2.2172734739070505,24.49,22.17,14.88,23.8,Outside Range,-0.1272718885647569,-0.01850783897785957,-0.05923621491911213,0.19317522883927118,2024-2026
397,8482660,Kent Johnson,C,128,30,46,0,927.6411499999999,CBJ,11.0,351.75,5.0,719.5,8.0,2006.1666666667,30.0,220.0,22.76,320.0,224.0,77.0,36.0,456.0,13.64,283.0,1146.0,13.0,1071.25,0.0,2.5764294049008165,0.61610268378063,0.28004667444574094,0.44807467911318555,12.322053675612601,1.274772462077013,17.92298716452742,12.546091015169194,4.312718786464411,25.540256709451576,2.016336056009335,15.85064177362894,64.18669778296383,7.28,216.0,2.216149155375272,21.14,22.16,16.59,26.28,Inside Range,-0.07459458305276362,0.05720664457329144,-0.03461794900710513,0.03904085533234347,2024-2026
278,8480113,Alex Iafallo,L,144,25,30,0,855.3971,WPG,5.0,333.1,3.0,696.91666666667,11.0,2033.3166666667,25.0,191.0,29.68,283.0,228.0,144.0,40.0,343.0,13.09,245.0,1194.0,14.0,1030.01666666667,0.0,1.7475445381142642,0.29125742301904406,0.17475445381142643,0.6407663306418969,11.126033559327482,1.7289040630410453,16.485170142877895,13.281338489668409,8.388213782948467,19.980259219106422,2.3300593841523525,14.271613727933158,69.5522726169477,8.16,181.0,2.2133310976039877,22.15,22.13,15.86,24.25,Inside Range,-0.03828345363831295,-0.039977699350878915,0.011704709086774179,0.050773353976900526,2024-2026
109,8476981,Josh Anderson,R,138,27,20,0,857.52495,MTL,3.0,344.01666666667,2.0,734.36666666667,10.0,1972.9666666667,27.0,181.0,27.15,277.0,229.0,112.0,37.0,350.0,14.92,179.0,1240.0,12.0,1078.38333333334,0.0,1.1127768418774948,0.16691652628162423,0.11127768418774948,0.5563884209387474,10.070630418991328,1.5105945628486994,15.411959260003306,12.741294839497318,6.231550314513972,19.47359473285616,2.0586371574733655,9.95935273480358,68.99216419640469,6.68,253.0,2.208811320869999,20.39,22.09,17.13,26.22,Inside Range,-0.032422786275427384,-0.14137990326231425,-0.00794731274410354,0.16144713562233837,2024-2026
106,8476921,Jordan Martinook,L,139,23,34,0,901.9237,CAR,6.0,356.73333333333,3.0,661.9,5.0,2112.2666666667,23.0,199.0,29.65,349.0,241.0,128.0,44.0,446.0,11.56,361.0,1109.0,8.0,1018.63333333333,0.0,2.002683333878733,0.3534147059785999,0.17670735298929996,0.2945122549821666,11.721587748290231,1.746457672044248,20.55695539775523,14.19549069014043,7.539513727543464,26.270493144409258,2.591707843843066,21.263784809712426,65.32281815504456,4.71,324.0,2.2042409873422892,17.42,22.04,17.6,26.87,Outside Range,-0.0067075502080586324,-0.007549361799206872,0.03201786891726455,-0.04263415709721308,2024-2026
290,8480748,Kiefer Sherwood,L,130,39,28,2,970.17305,"VAN,SJS",4.0,435.25,12.0,772.71666666667,10.0,2068.75,39.0,270.0,28.04,428.0,253.0,105.0,42.0,549.0,14.44,199.0,1237.0,22.0,1207.9666666666699,0.09934048952785646,1.3907668533899904,0.19868097905571291,0.5960429371671387,0.49670244763928234,13.410966086260624,1.3927536631805477,21.25886475896128,12.566571925273843,5.215375700212464,27.2689643753966,2.086150280084986,9.884378708021718,61.44209277297922,10.93,79.0,2.200146327148193,24.79,22.0,16.07,24.87,Inside Range,-0.05552017003358961,-0.0915262039849302,-0.009383346976788554,0.12746186061399645,2024-2026
250,8479619,Michael Carcone,L,114,20,23,0,714.0561,UTA,2.0,256.0,2.0,506.6,9.0,1360.45,20.0,189.0,21.37,303.0,186.0,89.0,46.0,424.0,10.58,207.0,1046.0,11.0,762.6,0.0,1.8095987411487018,0.15735641227380015,0.15735641227380015,0.7081038552321006,14.870180959874114,1.6813532651455547,23.839496459480724,14.634146341463413,7.002360346184107,33.35955940204563,3.6191974822974036,16.286388670338315,82.29740361919748,8.65,161.0,2.200146103937139,22.67,22.0,18.3,27.27,Inside Range,-0.048594269221086256,-0.03510786214096512,0.12336933824469365,-0.06863529047500572,2024-2026
375,8482124,Quinton Byfield,R,141,36,51,5,1159.5787,LAK,6.0,488.91666666667,6.0,1077.5666666667,12.0,2730.65,36.0,288.0,39.63,471.0,347.0,168.0,63.0,622.0,12.5,256.0,1553.0,18.0,1566.48333333337,0.1915117726542423,1.9534200810732716,0.22981412718509076,0.22981412718509076,0.4596282543701815,11.031078104884356,1.5179223100575245,18.040408984029625,13.290917022204415,6.434795561182541,23.824064518187743,2.413048335443453,9.805402759897206,59.48355658640766,6.89,235.0,2.1994223368362498,20.66,21.99,20.09,28.83,Inside Range,-0.04862302924738515,-0.01265906285438495,0.0174339924612687,0.014156248947246652,2024-2026
369,8482109,Alexis Lafrenière,L,146,35,52,0,1027.82085,NYR,6.0,579.68333333333,2.0,840.96666666667,14.0,2498.7833333333,35.0,276.0,37.25,442.0,323.0,160.0,43.0,559.0,12.68,411.0,1665.0,16.0,1420.65,0.0,2.1961778059339037,0.25340513145391197,0.08446837715130398,0.5912786400591279,11.656636046879948,1.5732235244430366,18.66751135043818,13.641642909935591,6.757470172104318,23.60891141378946,1.8160701087530353,17.358251504592964,70.31992397846057,6.76,246.0,2.1972789816637324,20.49,21.97,14.68,24.02,Inside Range,0.032862249199376053,0.018996372715900656,-0.06574188186169394,-0.01795194591935423,2024-2026
206,8478474,Lawson Crouse,L,144,28,22,0,905.8332499999999,UTA,3.0,350.98333333333,4.0,788.1,10.0,2149.3833333333,28.0,232.0,34.15,370.0,293.0,148.0,35.0,462.0,12.07,272.0,1352.0,14.0,1139.08333333333,0.0,1.1588265418099382,0.15802180115590067,0.21069573487453422,0.5267393371863356,12.220352622722984,1.798814836491336,19.489355475894417,15.433462579559633,7.795742190357766,24.335357378008702,1.8435876801521744,14.327309971468328,71.21515838759257,7.37,215.0,2.1907693010158527,21.25,21.91,15.89,24.6,Inside Range,0.16161709430231724,-0.13066530082600047,-0.053247831400337675,-0.016048848589628184,2024-2026
17,8474141,Patrick Kane,R,122,31,65,2,1057.2919,DET,7.0,396.88333333333,5.0,738.86666666667,11.0,2157.7,31.0,299.0,31.72,437.0,277.0,83.0,45.0,560.0,10.37,303.0,1259.0,16.0,1135.75,0.10565705480959718,3.4338542813119086,0.3697996918335901,0.26414263702399293,0.5811138014527846,15.795729694034778,1.6757208892802111,23.086066475896985,14.63350209112921,4.384767774598283,29.58397534668721,2.3772837332159367,16.00704380365397,66.51111600264142,8.45,169.0,2.1889807075645598,22.46,21.89,15.81,25.51,Inside Range,0.017815981483595866,0.13148117769576007,-0.00996105948355236,-0.17946957966074634,2024-2026
283,8480220,Noah Cates,L,141,28,41,1,969.4951,PHI,4.0,454.58333333333,10.0,783.35,9.0,2274.1,28.0,207.0,33.48,302.0,261.0,166.0,39.0,389.0,13.53,233.0,1441.0,19.0,1237.93333333333,0.048467876568474476,1.9871829393074532,0.1938715062738979,0.48467876568474466,0.4362108891162702,10.032850449674216,1.622704507512525,14.63729872367929,12.650115784371836,8.045667510366762,18.85400398513657,1.8902471861705044,11.293015240454553,69.84221013517171,9.21,142.0,2.1829495026108097,23.23,21.83,15.96,24.73,Inside Range,-0.039949752894681556,-0.005225695448603407,-0.047432835115555905,0.046443598540146014,2024-2026
272,8480028,Morgan Frost,C,145,28,41,1,931.2854500000001,CGY,2.0,453.11666666667,8.0,755.5,11.0,2254.5833333333,28.0,251.0,31.99,356.0,292.0,139.0,46.0,477.0,11.16,394.0,1479.0,19.0,1208.61666666667,0.049643531861494415,2.0353848063212707,0.09928706372298883,0.3971482548919553,0.5460788504764386,12.460526497235097,1.588096584249206,17.67309734269201,14.495911303556367,6.9004509287477225,23.679964697932835,2.2836024656287432,19.559551553428797,73.42278362315024,9.43,131.0,2.177763077065169,23.45,21.78,16.22,25.37,Inside Range,0.04056134482420076,-0.0009506185412642143,-0.005860941172254053,-0.08510089557501566,2024-2026
314,8481032,Paul Cotter,L,140,22,11,0,727.14315,NJD,6.0,277.41666666667,2.0,619.85,7.0,1713.9333333333,22.0,140.0,19.25,235.0,178.0,82.0,35.0,320.0,15.71,229.0,1410.0,9.0,897.2666666666701,0.0,0.7355672784010671,0.4012185154914912,0.13373950516383037,0.46808826807340637,9.361765361468127,1.2872427372018675,15.714391856750069,11.902815959580906,5.483319711717046,21.39832082621286,2.3404413403670317,15.31317334125858,94.28635114050041,6.02,277.0,2.177172642021336,19.49,21.77,15.88,25.37,Inside Range,-0.10925285276878532,-0.22489563045082733,0.039921771361914715,0.24228516634952868,2024-2026
204,8478463,Anthony Beauvillier,R,146,27,21,0,857.3222000000001,WSH,2.0,446.28333333333,4.0,660.68333333333,13.0,2063.5166666667,27.0,283.0,35.6,404.0,332.0,174.0,51.0,500.0,9.54,301.0,1476.0,17.0,1106.9666666666599,0.0,1.1382456562979986,0.108404348218857,0.216808696437714,0.7046282634225705,15.339215272968264,1.9295973982956547,21.897678340209115,17.99512180433026,9.431178295040558,27.10108705471425,2.7643108795808535,16.31485440693798,80.00240898551647,9.21,141.0,2.175280902656228,23.23,21.75,18.29,27.62,Inside Range,0.20125590304353852,-0.1376538389384954,0.04761583430832017,-0.1650511832866342,2024-2026
317,8481068,Yegor Sharangovich,C,133,30,25,0,982.2298499999999,CGY,7.0,429.01666666667,4.0,764.31666666667,9.0,2181.0166666667,30.0,241.0,30.35,378.0,265.0,112.0,53.0,535.0,12.45,263.0,1367.0,13.0,1193.33333333334,0.0,1.2569832402234566,0.35195530726256785,0.20111731843575303,0.4525139664804444,12.117318435754122,1.5259776536312764,19.005586592178663,13.32402234636864,5.631284916201086,26.899441340781973,2.664804469273728,13.223463687150764,68.73184357541861,6.54,260.0,2.1730238375395166,20.2,21.73,16.17,25.33,Inside Range,-0.04970653091913424,-0.1151980520343691,0.05457554101094353,0.054238691952572915,2024-2026
203,8478462,Nicolas Roy,C,132,21,31,0,895.0106,"TOR,COL",6.0,303.43333333333,3.0,679.51666666667,8.0,1972.0333333333,21.0,166.0,24.16,246.0,220.0,127.0,30.0,315.0,12.65,171.0,1218.0,11.0,982.9499999999999,0.0,1.8922630856096443,0.36624446818251183,0.18312223409125591,0.48832595757668246,10.132763619716162,1.4747443918815812,15.016023195482987,13.428963833358768,7.752174576529835,19.22783457958187,1.8312223409125592,10.437967343201587,74.3476270410499,6.71,248.0,2.1723139647900167,20.43,21.72,17.64,26.18,Inside Range,0.024500914532796902,-0.016303456544572825,-0.05958739478730585,-0.005410285940404935,2024-2026
59,8475799,Nino Niederreiter,R,137,25,31,0,862.75185,WPG,7.0,318.9,5.0,699.26666666667,5.0,1982.7166666667,25.0,226.0,34.9,328.0,242.0,163.0,44.0,405.0,11.06,194.0,1230.0,10.0,1018.1666666666699,0.0,1.8268128990014674,0.4125061384842023,0.2946472417744302,0.2946472417744302,13.318055328204247,2.056637747585523,19.328859060402625,14.260926501882423,9.605500081846426,23.866426583728845,2.592895727614986,11.432312980847893,72.48322147650983,5.89,284.0,2.1685846154276014,19.3,21.69,14.85,23.61,Inside Range,0.00331797083277538,-0.027953004419785626,0.03242790117680017,-0.06832243969169072,2024-2026
70,8476399,Blake Coleman,L,134,30,34,0,1037.8407,CGY,6.0,446.9,6.0,832.15,6.0,2329.4666666667,30.0,319.0,42.35,463.0,370.0,184.0,57.0,600.0,9.4,230.0,1263.0,12.0,1279.05,0.0,1.5949337398850711,0.28145889527383605,0.28145889527383605,0.28145889527383605,14.964231265392284,1.9866307024744927,21.719244751964347,17.35663187521989,8.631406121730972,28.145889527383606,2.6738595051014427,10.789257652163716,59.247097455142494,5.63,289.0,2.166556789540019,18.92,21.67,13.83,22.39,Inside Range,0.16770613590902356,-0.06054294727394788,0.03168270989561295,-0.2014032965201683,2024-2026
371,8482113,Anton Lundell,C,140,34,54,0,1076.3734,FLA,8.0,442.53333333333,11.0,848.53333333333,7.0,2489.45,34.0,292.0,36.56,443.0,290.0,137.0,43.0,581.0,11.64,334.0,1340.0,18.0,1291.06666666666,0.0,2.5095528245378627,0.37178560363523894,0.5112052049984535,0.32531240318083404,13.57017453268622,1.699060208613042,20.587627801301355,13.477228131777412,6.3668284622534665,27.000929464009225,1.9983476195394092,15.522048951771225,62.274088608902524,8.37,173.0,2.159106282077141,22.38,21.59,12.27,21.56,Outside Range,-0.0018001561140723044,0.05366657967945898,-0.04443891954614232,-0.07743540947160643,2024-2026
