Player,Season,Team,Position,GP,TOI,TM #,TOI/GP,TOI%,RAPM_CA/60,RAPM_xGA/60,GAR/60,xGAR/60
Pierre-Edouard Bellemare,21-22,T.B,L,80,882.22,29,13.88,28,1.02,0.084,0.22,0.19
Pierre-Edouard Bellemare,22-23,T.B,L,73,654.17,26,13.27,26.97,0.79,0.061,0.1,0.12
Pierre-Edouard Bellemare,23-24,SEA,L,40,314.7,26,13.8,27.41,0.22,-0.004,0.15,0.12
Pierre-Luc Dubois,21-22,WPG,L,81,1227.28,33,15.41,30.73,-0.25,-0.032,0.05,0.14
Pierre-Luc Dubois,22-23,WPG,L,73,1030.9,29,15.11,30.89,0.92,0.028,0.19,0.23
Pierre-Luc Dubois,23-24,L.A,C,82,1086,25,14.11,28.61,1.78,0.067,0.15,0.14
Pierre-Luc Dubois,24-25,WSH,L,82,1189.85,26,15.26,30.24,0.93,0.079,0.35,0.37
Pierre-Luc Dubois,25-26,WSH,L,6,74.53,20,15.39,31.13,3.79,0.124,0.43,0.6
Pierre Engvall,21-22,TOR,L,78,903.33,33,14.4,28.48,1.19,0.051,0.28,0.25
Pierre Engvall,22-23,NYI,L,18,247.57,20,15.34,30.46,0.26,0.035,0.31,0.32
Pierre Engvall,22-23,TOR,L,58,666.83,32,14.02,28.37,0.67,0.047,0.23,0.19
Pierre Engvall,23-24,NYI,L,74,1016.1,24,15.25,29.93,-0.98,0.022,0.19,0.21
Pierre Engvall,24-25,NYI,L,62,724.48,28,14.29,28,-0.3,-0.032,0.03,0.06
Pius Suter,21-22,DET,C,82,1105.48,32,14.69,29.1,-1.03,-0.064,0.01,0.03
Pius Suter,22-23,DET,C,79,950.15,30,14.29,28.91,-1.65,-0.06,0.08,0.05
Pius Suter,23-24,VAN,C,67,823.55,27,14.53,29.67,1.51,0.065,0.32,0.33
Pius Suter,24-25,VAN,C,81,1074.05,35,15.01,29.79,0.5,0.034,0.13,0.18
Pius Suter,25-26,STL,C,37,482.98,28,15.06,29.73,-1.13,-0.018,0.08,0.06
Pontus Holmberg,22-23,TOR,R,37,362.15,31,13.48,27.28,0.95,0.067,0.19,0.27
Pontus Holmberg,23-24,TOR,R,54,557.25,28,14.21,28.2,0.3,0.023,0.18,0.22
Pontus Holmberg,24-25,TOR,R,68,786.6,31,14.59,29.1,-0.48,-0.016,0.23,0.2
Pontus Holmberg,25-26,T.B,R,31,387.67,27,14.34,29.77,1.32,0.093,0.16,0.29
Quinton Byfield,21-22,L.A,C,40,459.13,30,14.03,27.94,-0.32,-0.013,0.1,0.04
Quinton Byfield,22-23,L.A,C,53,661.9,27,15.43,31.16,1.73,0.064,0.24,0.4
Quinton Byfield,23-24,L.A,C/R,80,1089.33,25,14.97,30.37,2.03,0.057,0.28,0.24
Quinton Byfield,24-25,L.A,R,81,1177.52,26,15.16,30.04,2.16,0.102,0.29,0.29
Quinton Byfield,25-26,L.A,R,37,537.72,20,14.88,30.1,0.83,0.023,0.14,0.21
Radek Faksa,21-22,DAL,C,77,1032.77,27,14.47,28.75,0.52,0.048,0.07,0.13
Radek Faksa,22-23,DAL,C,81,921.7,26,13.95,28.1,1.04,0.009,0.05,0.09
Radek Faksa,23-24,DAL,C,74,755.17,24,13.89,27.66,2.18,0.113,0.28,0.29
Radek Faksa,24-25,STL,C,70,800.75,27,14.41,27.88,-0.91,-0.033,0.1,0.12
Radek Faksa,25-26,DAL,C,38,358.43,23,13.38,26.91,-1.27,-0.017,0.23,0.23
Radim Zohorna,21-22,PIT,L,17,166.5,25,14.59,28.66,0.84,0.052,0.22,0.18
Radim Zohorna,22-23,CGY,L,8,61.47,20,13.48,27.42,2.45,0.031,0.16,0.19
Radim Zohorna,23-24,PIT,L,33,300.42,28,14.18,28.68,1.33,0.017,0.07,0.11
Rafael Harvey-Pinard,22-23,MTL,L,34,458.02,31,15.01,30.31,-1.94,-0.103,0.07,0.13
Rafael Harvey-Pinard,23-24,MTL,L,45,460.98,30,14.01,28.18,-1.28,-0.055,0.08,0.1
Raphael Lavoie,23-24,EDM,C,7,50.98,19,13.14,26.26,1.59,0.098,0.25,0.26
Raphael Lavoie,24-25,VGK,C,9,84.73,20,15.05,28.79,0.69,0.06,0.13,0.22
Rasmus Asplund,21-22,BUF,C,80,988,32,14.85,29.22,-0.7,-0.073,0.05,0.07
Rasmus Asplund,22-23,BUF,C,27,271.4,24,14.19,28.43,0.51,-0.052,0.04,0.11
Rasmus Asplund,22-23,NSH,C,19,186.23,25,13.25,26.91,-1.68,-0.042,-0.09,-0.07
Rasmus Kupari,21-22,L.A,C,57,608.65,32,13.98,27.85,0.63,0.019,0.08,0.07
Rasmus Kupari,22-23,L.A,C,66,587.05,29,13.48,27.18,0.45,0.002,0.16,0.18
Rasmus Kupari,23-24,WPG,C,28,227.32,26,13.35,26.88,1.07,0.03,0.19,0.19
Rasmus Kupari,24-25,WPG,C,59,535.87,27,14.1,27.56,1.55,0.078,0.25,0.18
Reese Johnson,21-22,CHI,C,37,345.42,32,13.65,27.08,-1.45,-0.041,0.04,0.06
Reese Johnson,22-23,CHI,C,57,558.78,36,13.76,27.36,-1.39,-0.086,-0.07,-0.06
Reese Johnson,23-24,CHI,C,42,402.47,31,13.82,27.82,-2.28,-0.135,-0.13,-0.11
Reid Schaefer,25-26,NSH,L,15,145.77,20,13.77,28.28,0.31,-0.007,0.1,0.02
Reilly Smith,21-22,VGK,R,56,762.95,31,15.64,30.58,3.31,0.082,0.18,0.26
Reilly Smith,22-23,VGK,R,78,1023.58,29,15.27,29.49,1.19,0.112,0.27,0.29
Reilly Smith,23-24,PIT,R,76,1018.07,33,15.03,30.42,1.24,0.037,0.22,0.21
Reilly Smith,24-25,NYR,R,58,720.47,28,14.75,29.45,-0.4,-0.042,0.06,0.1
Reilly Smith,24-25,VGK,R,21,269.93,23,15.11,28.91,2,0.089,0.24,0.25
Reilly Smith,25-26,VGK,R,34,404.47,21,14.96,28.62,0.51,0.001,0.08,0.1
Rem Pitlick,21-22,MIN,C,20,186.03,25,14.03,28.76,0.46,0.043,0.35,0.29
Rem Pitlick,21-22,MTL,C,46,639.12,33,14.82,29.84,-0.58,-0.052,0.01,0.08
Rem Pitlick,22-23,MTL,C,46,523.67,35,14.14,28.6,-1.68,-0.094,0.05,0.06
Rem Pitlick,23-24,CHI,C,9,113.75,22,14.65,29.35,-3.01,-0.164,-0.16,-0.14
Rickard Rakell,21-22,ANA,L/R,51,784.97,30,15.4,30.26,0.12,-0.009,0.13,0.14
Rickard Rakell,21-22,PIT,R,19,284.42,22,15.81,31.07,1,0.065,0.21,0.26
Rickard Rakell,22-23,PIT,R,82,1211.83,31,15.6,31.87,2.25,0.119,0.18,0.26
Rickard Rakell,23-24,PIT,R,70,970.63,31,15.8,31.98,1.63,0.048,0.21,0.24
Rickard Rakell,24-25,PIT,R,81,1291.95,38,16.28,32.05,-0.08,-0.01,0.13,0.13
Rickard Rakell,25-26,PIT,R,17,243.65,27,15.92,31.45,-0.42,-0.032,0.06,0.21
Ridly Greig,22-23,OTT,C,20,225.25,27,14.44,30.4,0.8,0.037,0.18,0.18
Ridly Greig,23-24,OTT,C,72,893.02,28,14.59,29.62,-0.28,-0.022,0.1,0.12
Ridly Greig,24-25,OTT,C,78,1016.33,29,14.8,30.16,1.43,0.085,0.25,0.24
Ridly Greig,25-26,OTT,C,33,432.97,25,14.8,29.75,1.25,0.085,0.33,0.32
Riley Damiani,21-22,DAL,C,7,56.32,21,14.18,28.14,-0.17,0.028,0.05,0.09
Riley Nash,21-22,ARI,C,24,269.1,28,14.28,28.36,-2.98,-0.166,-0.18,-0.11
Riley Nash,21-22,T.B,C,10,97.53,25,13.07,26.31,0.14,0.035,0.04,0.13
Riley Nash,21-22,WPG,C,15,90,20,13.06,26.06,-1.33,-0.027,-0.04,0.02
Riley Sheahan,21-22,SEA,C,69,675.23,34,14.16,28.15,0,-0.042,0.13,0.1
Riley Tufte,21-22,DAL,L,10,70.55,21,14.34,28.5,-1.24,-0.023,0.02,-0.02
Riley Tufte,23-24,COL,L,5,53.77,20,14.52,29.7,0.82,-0.021,0.12,0.17
Riley Tufte,24-25,BOS,L,6,53.05,25,14.04,28.08,-0.85,-0.021,0.13,0.05
Robby Fabbri,21-22,DET,C,56,784.9,25,15.28,30.25,-0.86,-0.022,0.08,0.07
Robby Fabbri,22-23,DET,C,28,358.28,24,14.51,29.34,-0.94,-0.034,0.14,0.11
Robby Fabbri,23-24,DET,C,68,717.97,23,13.98,28.25,-1.15,-0.043,0.18,0.17
Robby Fabbri,24-25,ANA,C,44,605.78,25,14.81,29.6,-1.51,-0.067,0.2,0.05
Robby Fabbri,25-26,STL,C,7,88.72,24,14.71,29.07,-1.31,-0.04,-0.08,-0.02
Robert Thomas,21-22,STL,C,72,1044.87,29,15.42,30.74,-1.33,-0.016,0.3,0.34
Robert Thomas,22-23,STL,C,73,1052.52,32,15.46,30.69,-1.59,-0.105,0.14,0.14
Robert Thomas,23-24,STL,C,82,1233.8,28,15.72,31.51,0.25,-0.001,0.16,0.18
Robert Thomas,24-25,STL,C,70,1075.55,27,15.9,30.78,-0.66,-0.026,0.22,0.29
Robert Thomas,25-26,STL,C,36,513.45,28,15.62,30.86,-0.6,0.008,0.19,0.17
Roby Jarventie,23-24,OTT,L,7,51.62,20,13.78,28.04,-3.06,-0.148,-0.09,0.01
Rocco Grimaldi,21-22,NSH,C/R,7,64.05,24,13.75,28.24,0.76,0.026,0.07,0.09
Rodrigo Abols,24-25,PHI,C,22,200.95,26,14.06,27.34,-0.63,0.058,0.17,0.18
Rodrigo Abols,25-26,PHI,C,32,314.65,25,13.63,26.77,-0.85,-0.03,-0.01,0.11
Roope Hintz,21-22,DAL,C/L,80,1100.78,27,15.87,31.5,2.1,0.153,0.44,0.38
Roope Hintz,22-23,DAL,C,73,962.17,27,15.44,31.1,3.01,0.165,0.41,0.47
Roope Hintz,23-24,DAL,C,80,1030.77,24,15.51,30.88,1.71,0.111,0.46,0.32
Roope Hintz,24-25,DAL,C,76,931.7,27,15.22,30.79,1.23,0.077,0.32,0.38
Roope Hintz,25-26,DAL,C,34,442.57,23,15.52,31.26,0.15,0.037,0.33,0.43
Rory Kerins,24-25,CGY,C,5,54.73,20,14.37,28.38,0.22,-0.026,0.1,0.11
Ross Colton,21-22,T.B,C,79,882.15,29,14.22,28.66,0.48,0.047,0.21,0.2
Ross Colton,22-23,T.B,C,81,893.23,27,13.89,28.22,0.63,0.028,0.1,0.1
Ross Colton,23-24,COL,C,80,952.57,33,14.25,29.08,1.72,0.029,0.19,0.14
Ross Colton,24-25,COL,C,61,753.18,37,15.05,30.04,1.14,-0.006,0.13,0.13
Ross Colton,25-26,COL,C,38,452.42,24,14.08,28.84,3.6,0.167,0.55,0.51
Ross Johnston,21-22,NYI,L,32,326.68,25,14.35,28.18,-1.33,-0.026,0.05,0.07
Ross Johnston,22-23,NYI,L,16,124.33,27,14.04,27.96,0.26,0.011,0.14,0.18
Ross Johnston,23-24,ANA,L,68,545.18,32,13.16,27.17,-1.11,-0.047,0,0.04
Ross Johnston,24-25,ANA,L,43,372.45,25,13.62,27.17,-1.98,-0.086,0.1,-0.01
Ross Johnston,25-26,ANA,L,37,350.53,21,13.59,27.51,0.12,0.019,0.1,0.15
Rourke Chartier,22-23,OTT,C,6,51,18,12.67,26.68,-0.73,-0.032,-0.03,-0.11
Rourke Chartier,23-24,OTT,C,37,323.15,27,13.38,27.21,-1.21,-0.064,0.08,0.04
Rudolfs Balcers,21-22,S.J,L,61,823.87,33,15.45,30.45,-1.48,-0.043,0.11,0.08
Rudolfs Balcers,22-23,FLA,L,14,145.43,21,14.19,29.77,3.35,0.184,0.37,0.37
Rutger McGroarty,24-25,PIT,R,8,107.6,28,15.63,30.8,0.08,-0.014,0.1,0.12
Rutger McGroarty,25-26,PIT,R,13,155.45,24,14.54,28.73,1.8,0.079,0.05,0.23
Ryan Carpenter,21-22,CGY,C,8,89.15,22,13.59,27.34,1.85,0.01,0.09,0.13
Ryan Carpenter,21-22,CHI,C,59,593.72,36,14.02,27.81,-1.77,-0.05,0,0.04
Ryan Carpenter,22-23,NYR,C,22,176.08,22,13.46,26.83,-1.13,-0.045,0.13,0.15
Ryan Carpenter,23-24,S.J,C,62,594.67,34,13.82,27.47,-2.26,-0.127,-0.11,-0.15
Ryan Donato,21-22,SEA,C,74,869.3,33,14.6,29.03,0.37,-0.031,0.14,0.15
Ryan Donato,22-23,SEA,C,71,753.45,25,14.23,28.52,1.36,0.057,0.36,0.34
Ryan Donato,23-24,CHI,C,78,917.23,34,14.3,28.75,-2.93,-0.147,-0.14,-0.17
Ryan Donato,24-25,CHI,C,80,1105.92,32,15.2,29.74,-1.66,-0.081,0.05,0.05
Ryan Donato,25-26,CHI,C,38,507.75,24,13.97,28.08,-1.07,-0.097,-0.01,-0.06
Ryan Dzingel,21-22,ARI,C,26,317.5,28,14.36,28.49,-2.09,-0.111,-0.03,-0.01
Ryan Dzingel,21-22,S.J,C,6,82.9,21,15.15,29.89,-2.21,-0.046,0.05,0.03
Ryan Getzlaf,21-22,ANA,C,56,838.68,33,15.55,30.57,0.51,0.028,0.24,0.26
Ryan Greene,25-26,CHI,C,38,504.42,24,14.59,29.31,-1.27,-0.095,0.09,0.03
Ryan Hartman,21-22,MIN,R,82,1153.17,31,15.01,30.75,1.16,0.066,0.45,0.45
Ryan Hartman,22-23,MIN,R,59,819.2,30,15.3,30.67,0.18,0.007,0.13,0.16
Ryan Hartman,23-24,MIN,R,74,972.22,32,14.65,29.98,-0.09,0.027,0.22,0.21
Ryan Hartman,24-25,MIN,R,69,911.6,31,15.21,29.76,0.1,0.03,0.19,0.21
Ryan Hartman,25-26,MIN,R,36,496.77,28,14.84,29.48,-0.55,0.019,0.15,0.11
Ryan Johansen,21-22,NSH,C,79,988.95,28,14.65,30.02,0.85,0.04,0.3,0.26
Ryan Johansen,22-23,NSH,C,55,655.22,27,14.94,30.56,0.75,0.021,0.2,0.2
Ryan Johansen,23-24,COL,C,63,696.47,28,14.12,28.81,1.45,0.017,0.26,0.24
Ryan Leonard,24-25,WSH,R,9,122.78,21,14.53,28.84,1.18,0.07,0.21,0.3
Ryan Leonard,25-26,WSH,R,32,368.63,21,14.3,28.9,1.46,0.053,0.22,0.27
Ryan Lomberg,21-22,FLA,L,55,555.22,32,13.92,28.11,2.46,0.118,0.17,0.24
Ryan Lomberg,22-23,FLA,L,82,883.25,28,13.46,28.12,0.78,0.038,0.12,0.18
Ryan Lomberg,23-24,FLA,L,75,682.45,26,12.91,26.87,1.42,0.007,0.01,0.08
Ryan Lomberg,24-25,CGY,L,80,677.48,33,13.43,26.59,-0.19,-0.023,0.2,0.1
Ryan Lomberg,25-26,CGY,L,35,302.47,26,13.14,26.79,0.28,-0.003,0.01,0.04
Ryan McLeod,21-22,EDM,C,71,765.53,30,14.38,28.72,0.98,0.024,0.14,0.15
Ryan McLeod,22-23,EDM,C,57,657.47,25,13.64,27.69,1.6,0.103,0.2,0.21
Ryan McLeod,23-24,EDM,C,81,997.1,25,14.19,28.34,2.17,0.128,0.17,0.26
Ryan McLeod,24-25,BUF,C,79,1058.47,29,14.56,29.28,0.29,-0.038,0.24,0.16
Ryan McLeod,25-26,BUF,C,38,507.68,27,15.07,30.22,0.31,0.018,0.24,0.17
Ryan Nugent-Hopkins,21-22,EDM,C,63,845.62,29,15.1,30.15,0.98,0.025,0.2,0.22
Ryan Nugent-Hopkins,22-23,EDM,C,82,1122.25,28,15.02,30.5,1.45,0.112,0.27,0.27
Ryan Nugent-Hopkins,23-24,EDM,C,80,1113.93,25,15.9,31.77,3.8,0.231,0.48,0.49
Ryan Nugent-Hopkins,24-25,EDM,C,78,1046.9,29,15.78,31.05,3.32,0.173,0.27,0.33
Ryan Nugent-Hopkins,25-26,EDM,C,31,410.35,28,15.94,31.31,1.18,0.036,0.15,0.24
Ryan O'Reilly,21-22,STL,C,78,1088.47,30,15.34,30.58,-0.04,-0.02,0.18,0.25
Ryan O'Reilly,22-23,STL,C,40,567.87,25,15.32,30.41,-0.69,-0.041,0.19,0.14
Ryan O'Reilly,22-23,TOR,C,13,177.63,24,15.1,30.44,1.09,0.101,0.32,0.29
Ryan O'Reilly,23-24,NSH,C,82,1136.42,29,15.07,30.87,1.83,0.105,0.29,0.33
Ryan O'Reilly,24-25,NSH,C,79,1137.92,37,14.89,29.89,0.57,0.004,0.04,0.09
Ryan O'Reilly,25-26,NSH,C,38,539.83,23,14.79,30.33,2.25,0.046,0.17,0.29
Ryan Poehling,21-22,MTL,C,57,597.08,39,13.87,27.96,-0.77,-0.041,0.04,0.08
Ryan Poehling,22-23,PIT,C,53,486.88,29,13.3,27.13,0.85,0.071,0.23,0.17
Ryan Poehling,23-24,PHI,C,77,960.73,29,13.97,28.32,1.35,0.084,0.17,0.23
Ryan Poehling,24-25,PHI,C,68,806.2,29,14.79,28.8,-0.6,0.074,0.23,0.25
Ryan Poehling,25-26,ANA,C,32,350.35,21,13.65,27.64,0.32,0.028,0.11,0.16
Ryan Reaves,21-22,NYR,R,69,723.67,30,14.19,28.01,-2.13,-0.074,-0.07,-0.03
Ryan Reaves,22-23,MIN,R,61,571.42,31,13.38,26.74,-0.28,0.003,0.05,0.1
Ryan Reaves,22-23,NYR,R,12,101.15,21,13.25,26.47,-1.34,-0.058,0.11,0.07
Ryan Reaves,23-24,TOR,R,49,392.87,29,13.7,27.26,0.49,-0.031,0.07,0.08
Ryan Reaves,24-25,TOR,R,35,271.03,26,13.45,26.81,-0.04,0,0.17,0.12
Ryan Reaves,25-26,S.J,R,33,260.55,25,12.9,26.52,-1.99,-0.065,0.04,0.06
Ryan Strome,21-22,NYR,C,74,1069.48,31,15.53,30.69,-0.04,-0.022,0.11,0.18
Ryan Strome,22-23,ANA,C,82,1174,31,15.01,29.95,-2.52,-0.2,-0.09,-0.08
Ryan Strome,23-24,ANA,C,79,1016,33,14.64,30.26,-1.94,-0.056,0.14,0.08
Ryan Strome,24-25,ANA,C,82,1109.82,27,15.31,30.6,-0.55,-0.012,0.1,0.09
Ryan Strome,25-26,ANA,C,21,217.57,20,13.77,27.88,0.35,-0.004,0.05,0.03
Ryan Winterton,23-24,SEA,C,9,84.05,23,13.8,27.49,0.24,0.005,0.15,0.21
Ryan Winterton,24-25,SEA,C,12,128,25,14.25,28.29,-0.8,-0.039,0.12,0.09
Ryan Winterton,25-26,SEA,C,35,362.6,25,14.38,28.27,-1.7,-0.106,0.02,-0.03
Saku Maenalanen,22-23,WPG,R,64,563.55,28,13.76,28.11,1.13,0.073,0.13,0.19
Sam Bennett,21-22,FLA,C,71,963.13,32,14.84,30,2.65,0.111,0.32,0.37
Sam Bennett,22-23,FLA,C,63,856.13,28,14.75,30.87,3.74,0.163,0.39,0.47
Sam Bennett,23-24,FLA,C,69,941.78,25,14.88,30.96,3.84,0.103,0.22,0.23
Sam Bennett,24-25,FLA,C,76,1093.85,29,15.02,30.14,3.37,0.116,0.19,0.29
Sam Bennett,25-26,FLA,C,38,523.82,23,14.44,30.13,1.33,0.044,0.25,0.28
Sam Carrick,21-22,ANA,C,64,658.17,32,13.91,27.38,-1.26,-0.046,-0.03,-0.01
Sam Carrick,22-23,ANA,C,52,496.65,30,13.84,27.62,-3.25,-0.169,-0.14,-0.15
Sam Carrick,23-24,ANA,C,61,542.57,26,13.07,27.08,-2.29,-0.071,-0.01,-0.09
Sam Carrick,23-24,EDM,C,16,156.87,23,13.3,26.61,1.09,0.076,0.06,0.13
Sam Carrick,24-25,NYR,C,80,854.37,34,13.53,27.03,-0.95,-0.059,0.02,0.06
Sam Carrick,25-26,NYR,C,41,386.22,25,13.58,26.78,-0.22,0.001,0.23,0.15
Sam Colangelo,24-25,ANA,R,32,356.13,26,14.42,28.82,-1.78,-0.083,0.12,0.02
Sam Colangelo,25-26,ANA,R,7,67.77,20,13.75,27.85,-0.3,-0.003,0.18,0.11
Sam Gagner,21-22,DET,C,81,833.38,33,13.99,27.71,-2.01,-0.083,0.03,-0.01
Sam Gagner,22-23,WPG,C,48,496.57,27,14.42,29.44,0.67,0.047,0.17,0.21
Sam Gagner,23-24,EDM,C,28,262.42,25,13.66,27.29,2.05,0.11,0.15,0.24
Sam Lafferty,21-22,CHI,C,46,564.05,32,14.43,28.61,-1.37,-0.039,0.06,0.08
Sam Lafferty,21-22,PIT,C/R,10,77,21,13.17,25.84,1.83,0.098,0.32,0.3
Sam Lafferty,22-23,CHI,C,51,630.48,28,14.69,29.2,-2.26,-0.088,-0.01,-0.05
Sam Lafferty,22-23,TOR,C,19,215.25,26,14.4,29.01,0.61,0.077,0.22,0.23
Sam Lafferty,23-24,VAN,C,79,865.57,28,14.05,28.67,1.28,0.074,0.24,0.27
Sam Lafferty,24-25,BUF,C,60,558.93,28,13.73,27.55,0.64,-0.021,0.15,0.11
Sam Lafferty,25-26,CHI,C,17,152.22,24,13.29,26.69,-0.73,-0.077,0.04,-0.05
Sam Poulin,24-25,PIT,R,7,68.7,26,13.89,27.36,0.28,-0.017,-0.04,0
Sam Reinhart,21-22,FLA,C,78,1034.88,33,14.79,29.91,3.49,0.153,0.47,0.47
Sam Reinhart,22-23,FLA,C,82,1108.03,28,14.51,30.38,2.33,0.091,0.28,0.32
Sam Reinhart,23-24,FLA,C,82,1114.85,26,14.71,30.6,4.39,0.161,0.37,0.37
Sam Reinhart,24-25,FLA,C,79,1175.93,26,15.66,31.4,4.37,0.129,0.23,0.27
Sam Reinhart,25-26,FLA,C,38,536.18,22,14.95,31.19,1.98,0.075,0.3,0.31
Sam Steel,21-22,ANA,C,68,766.6,36,14.57,28.65,-0.51,-0.022,0.06,0.1
Sam Steel,22-23,MIN,C,65,846.4,31,15.33,30.74,0.37,0.006,0.11,0.15
Sam Steel,23-24,DAL,C,77,861.8,23,13.99,27.83,2.42,0.097,0.32,0.26
Sam Steel,24-25,DAL,C,79,922.8,28,13.97,28.25,0.93,0.015,0.23,0.17
Sam Steel,25-26,DAL,C,39,522.72,23,15,30.23,-1.4,0.007,0.29,0.27
Sammy Blais,21-22,NYR,L,14,170.32,21,14.58,28.87,-0.49,-0.006,0.07,0.14
Sammy Blais,22-23,NYR,L,40,373.15,25,13.31,26.49,-1.02,-0.041,0.11,0.1
Sammy Blais,22-23,STL,L,31,397.73,28,14.75,29.39,-1.44,-0.107,0.1,0.08
Sammy Blais,23-24,STL,L,53,496.18,27,13.71,27.46,-2.71,-0.118,-0.04,-0.12
Sammy Blais,25-26,TOR,L,8,64.47,24,13.97,27.61,-2.04,-0.04,0.06,0.18
Sampo Ranta,21-22,COL,L,10,91.63,25,13.23,26.95,0.11,0,0.2,0.14
Samuel Fagemo,22-23,L.A,L,9,70.43,22,13.19,26.54,0.08,0.007,0.12,0.18
Samuel Helenius,24-25,L.A,C,50,428.33,26,13.49,26.76,0.75,0.041,0.17,0.15
Samuel Helenius,25-26,L.A,C,11,64.42,19,13.62,27.55,0.66,0.035,0.19,0.15
Samuel Honzek,24-25,CGY,L,5,52.57,19,15.32,30.38,0.7,-0.005,0.05,0.13
Samuel Honzek,25-26,CGY,L,18,193.55,22,14.96,30.5,2.49,0.072,0.27,0.29
Samuel Walker,22-23,MIN,C,9,94.25,29,14.68,29.34,-0.64,-0.02,0.13,0.12
Scott Laughton,21-22,PHI,C/L,67,922.23,37,15.03,30.29,-1.12,-0.042,0.13,0.09
Scott Laughton,22-23,PHI,C,78,1079.8,31,14.75,29.37,-0.84,-0.027,0.07,0.07
Scott Laughton,23-24,PHI,C,82,1000.68,29,14.18,28.73,1.31,0.056,0.16,0.21
Scott Laughton,24-25,PHI,C,60,750.28,29,14.91,29.07,-0.65,0.062,0.23,0.23
Scott Laughton,24-25,TOR,C,20,237.17,20,14.31,28.42,-1.58,-0.033,0.18,0.07
Scott Laughton,25-26,TOR,C,20,218.32,25,13.85,27.28,-1.38,0.003,0.21,0.28
Scott Reedy,21-22,S.J,C,35,331.42,29,14.02,27.62,-1.81,-0.058,-0.05,-0.01
Scott Sabourin,21-22,OTT,R,7,53.17,29,13.68,27.65,-0.69,-0.011,0.15,0.13
Scott Sabourin,25-26,T.B,R,9,73.72,26,12.32,25.6,0.72,0.052,0.26,0.22
Sean Couturier,21-22,PHI,C,29,429.97,25,15.52,31.23,0.36,-0.014,0.13,0.16
Sean Couturier,23-24,PHI,C,74,1013.1,28,14.72,29.82,1.82,0.053,0.21,0.26
Sean Couturier,24-25,PHI,C,79,1165.27,31,15.47,30.13,-1.24,0.058,0.17,0.19
Sean Couturier,25-26,PHI,C,36,486.73,26,15.16,29.78,-0.19,0.024,0.25,0.24
Sean Farrell,22-23,MTL,C,6,74.67,24,13.99,28.21,-1.3,-0.117,0.04,0.05
Sean Kuraly,21-22,CBJ,C,77,998.7,31,14.63,29.11,-0.25,-0.069,0.07,0.05
Sean Kuraly,22-23,CBJ,C,71,882.42,40,14.24,28.22,-2.35,-0.087,-0.07,0
Sean Kuraly,23-24,CBJ,C,62,710.58,33,14.37,28.56,-0.41,-0.036,0.08,0.09
Sean Kuraly,24-25,CBJ,C,82,875.02,30,14.29,27.75,-0.47,-0.007,0.15,0.14
Sean Kuraly,25-26,BOS,C,40,423.67,28,13.59,28.02,-0.32,-0.034,0.08,0.01
Sean Monahan,21-22,CGY,C,65,751.8,24,13.94,27.96,2.09,0.043,0.19,0.2
Sean Monahan,22-23,MTL,C,25,297.28,22,14.74,29.95,-1.58,-0.089,-0.01,0.04
Sean Monahan,23-24,MTL,C,49,643.07,26,14.37,28.9,-1.23,-0.05,0.04,0.11
Sean Monahan,23-24,WPG,C,34,430.25,24,14.76,29.76,1.78,0.074,0.32,0.32
Sean Monahan,24-25,CBJ,C,54,772.73,26,16.27,31.58,1.83,0.085,0.32,0.4
Sean Monahan,25-26,CBJ,C,37,498.37,24,15.4,30.1,0.86,0.028,0.18,0.29
Sebastian Aho,21-22,CAR,C/R,79,1050.9,24,14.65,29.89,2.24,0.1,0.26,0.27
Sebastian Aho,22-23,CAR,C,75,1043.78,24,15.22,30.84,3.7,0.162,0.33,0.28
Sebastian Aho,23-24,CAR,C,78,1123.52,23,14.89,29.97,4.69,0.135,0.3,0.35
Sebastian Aho,24-25,CAR,C,79,1112.75,27,14.79,30.02,3.66,0.101,0.18,0.22
Sebastian Aho,25-26,CAR,C,38,548.45,23,15.15,29.94,4.13,0.101,0.29,0.27
Seth Jarvis,21-22,CAR,C,68,839.85,24,14.4,29.4,2.47,0.091,0.21,0.23
Seth Jarvis,22-23,CAR,C,82,1124.27,23,14.91,30.21,4.18,0.177,0.34,0.41
Seth Jarvis,23-24,CAR,C,81,1083.4,24,14.9,29.99,5.02,0.15,0.27,0.32
Seth Jarvis,24-25,CAR,C,73,975.8,28,14.83,30.09,5.27,0.14,0.22,0.35
Seth Jarvis,25-26,CAR,C,34,460.13,24,15.38,30.38,4.82,0.095,0.31,0.23
Shane Bowers,23-24,N.J,C,8,75.5,26,13.46,27.29,-0.07,-0.003,0.06,0.11
Shane Pinto,21-22,OTT,C,5,52.95,21,15.32,30.87,0.44,0.01,0.11,0.16
Shane Pinto,22-23,OTT,C,82,1080.7,33,14.55,30.63,0.29,0.015,0.13,0.02
Shane Pinto,23-24,OTT,C,41,614.12,27,15.44,31.35,1.84,0.074,0.26,0.33
Shane Pinto,24-25,OTT,C,70,965.33,30,14.62,29.8,0.51,0.034,0.23,0.12
Shane Pinto,25-26,OTT,C,28,388.73,25,15.1,30.36,1.9,0.078,0.36,0.32
Shane Wright,22-23,SEA,C,8,64.43,19,14.4,28.86,1.09,0.061,0.3,0.27
Shane Wright,23-24,SEA,C,8,91.48,25,14.61,29.06,2.04,0.07,0.24,0.12
